expedition_id,mean_age,member_count
LHOT18120,37.333,6
LHOT18121,30.222,9
LHOT18122,39.909,11
LHOT18123,35.5,6
LHOT18124,45,3
LHOT18125,40,1
LHOT18301,34.111,9
LHOT19101,38.417,12
LHOT19102,57,1
LHOT19103,42.077,13
LHOT19104,35.667,3
LHOT19105,36,7
LHOT19106,41.25,8
LHOT19107,44.571,7
LHOT19108,39.6,10
LHOT19109,36.75,4
LHOT19110,31.667,3
LHOT19111,37.667,3
LHOT19112,29.667,6
LHOT19113,25.333,3
LHOT19114,40,1
LHOT19115,39.167,6
LHOT19116,38.5,2
LHOT19117,40.3,10
LHOT19118,34.5,2
LHOT19119,48.333,3
LHOT19120,39,3
LHOT19121,37.333,3
LHOT19122,32,2
LHOT19123,31,1
LHOT55301,32.75,8
LHOT56101,35.25,12
LHOT72101,32.5,2
LHOT73101,31.778,9
LHOT74101,37,4
LHOT74301,33.7,10
LHOT75101,36.133,15
LHOT76101,31.4,20
LHOT77101,36.538,13
LHOT78301,49,1
LHOT79101,37.833,12
LHOT79301,38.682,22
LHOT80101,27,3
LHOT80102,31.389,18
LHOT80301,40,1
LHOT80302,31,2
LHOT80401,29.167,6
LHOT81101,32.714,21
LHOT81102,27.4,25
LHOT81103,35,1
LHOT82301,28.75,4
LHOT83301,32.067,15
LHOT84301,39,3
LHOT85301,32.545,11
LHOT85302,22.8,5
LHOT86101,27.571,7
LHOT86102,31,2
LHOT86301,35.222,9
LHOT86302,49,1
LHOT86303,26,1
LHOT87101,30.25,4
LHOT87102,34,1
LHOT87301,31.154,13
LHOT87302,49,1
LHOT88301,32,5
LHOT88302,35.25,8
LHOT88303,38,2
LHOT88401,43.6,5
LHOT89101,36.4,15
LHOT89102,31.727,11
LHOT89301,34.714,14
LHOT89302,37.5,2
LHOT89401,40,2
LHOT89402,32.25,4
LHOT90101,35,5
LHOT90102,37.667,3
LHOT90301,34.55,20
LHOT90302,34,2
LHOT91301,30.5,4
LHOT91302,28.333,6
LHOT93301,35.429,7
LHOT94101,33.143,7
LHOT94301,37.4,5
LHOT94302,40.833,6
LHOT94303,36.5,8
LHOT94304,31.25,4
LHOT95101,31,2
LHOT95102,34.5,6
LHOT95301,33.222,9
LHOT95302,31.143,7
LHOT96101,36.2,5
LHOT96102,33.182,11
LHOT96301,36.364,11
LHOT97101,37.818,11
LHOT97102,35.125,8
LHOT97103,42.75,12
LHOT97104,36.062,16
LHOT97105,34,2
LHOT97301,32.786,14
LHOT97302,46.5,2
LHOT97303,33,5
LHOT97304,44.2,10
LHOT98101,30,1
LHOT98102,34.571,7
LHOT98103,35,3
LHOT98104,39.5,2
LHOT98301,37.444,9
LHOT99101,36.5,6
LHOT99102,33.25,4
LHOT99103,45,5
LHOT99104,31,1
LHOT99301,29.909,11
LIK107301,48,2
LIK113301,35.5,2
LIK210301,28,2
LIK214301,45,8
LING35201,29,2
LMOC04301,36,3
LMOC12301,28.667,3
LNAK15301,21.333,6
LNJU16301,38.5,6
LNJU17301,22.667,3
LNKE03201,61.2,5
LNKE99201,41.75,4
LNPO09301,41,1
LNPO10101,41,1
LNPO39101,29.25,8
LOBE14101,39.5,4
LOBE55301,27.667,3
LOBE79101,38,1
LOBE84101,44,2
LOBE84302,32.75,4
LOBE84303,35.143,7
LOBE89401,26.5,4
LOBE91101,35,1
LOBE97301,35.111,9
LOBW05101,34.667,3
LOBW09401,57,2
LOBW84301,35.167,6
LOBW86401,27.6,5
LSHR01101,31.6,5
LSHR03301,32.4,10
LSHR06101,35.625,8
LSHR07101,32.588,17
LSHR08301,46,1
LSHR10301,44.333,3
LSHR19101,55.5,2
LSHR55101,36,1
LSHR58301,45,1
LSHR60301,31.75,4
LSHR65101,28.667,12
LSHR70101,36.143,7
LSHR78301,30.5,2
LSHR81101,33.25,4
LSHR81301,32.2,15
LSHR82101,26.25,4
LSHR83101,37.062,16
LSHR83301,36,3
LSHR84101,35.111,18
LSHR84102,30.4,5
LSHR84301,30.8,5
LSHR85101,31,1
LSHR86101,31,2
LSHR86301,28.7,10
LSHR86302,33,3
LSHR87101,30.769,13
LSHR87102,32,13
LSHR87301,31.75,8
LSHR87302,36.75,4
LSHR88101,31.2,5
LSHR88301,33.438,16
LSHR88302,32.667,3
LSHR89301,30.538,13
LSHR90301,32.778,9
LSHR98301,40.824,17
LSIS00301,36.571,7
LSIS02401,27,1
LSIS18301,42.125,16
LSIS73301,25.667,3
LSIS81301,28.25,4
LSIS82101,24.857,7
LSIS82301,33.429,14
LSIS85301,34.4,10
LSIS86101,22.4,5
LSIS87301,36.571,7
LSIS89101,33.5,2
LSIS89401,27.556,9
LSIS94301,36.5,2
LUGU10301,28,1
LUGU14101,40,4
LUN210301,25.333,3
LUNR12301,31,2
LUNR12302,43,2
LUNR13301,44,2
LUNR15301,35.25,4
LUNR16301,39.5,2
LUNR18301,34,3
LUNW13301,31,2
MACH56101,31.5,2
MACH57101,32.429,7
MAK201301,33.9,10
MAK202301,30,2
MAK204101,39,1
MAK205301,47,6
MAK208301,39.667,3
MAK209101,35.6,5
MAK216301,51,9
MAK218101,39.4,15
MAK254101,29.333,9
MAK254301,34.5,4
MAK271301,43,2
MAK272101,28.75,4
MAK274301,33.75,8
MAK276301,28.25,8
MAK277101,33.5,10
MAK278301,27.5,6
MAK279301,36.909,11
MAK280101,35.286,7
MAK280301,31.2,5
MAK281101,31.167,6
MAK281102,32.167,6
MAK282101,26.6,5
MAK283101,29.25,4
MAK283301,29.667,6
MAK284101,36.333,3
MAK285101,38.6,5
MAK285301,34.636,11
MAK285302,34.3,10
MAK286101,34.143,7
MAK286301,32.571,7
MAK286302,27,9
MAK287101,36,4
MAK287301,31.4,10
MAK288301,35.182,11
MAK288302,35.455,11
MAK289301,30.5,4
MAK291101,29.5,2
MAK291301,34,3
MAK292301,28.167,6
MAK292302,33,2
MAK292303,30.75,12
MAK293301,31.2,5
MAK293302,37.75,4
MAK294101,33,2
MAK296101,25,3
MAK297301,36.75,4
MAK297302,34.083,12
MAKA00101,28.833,6
MAKA00102,37.125,8
MAKA00103,37.8,5
MAKA00104,32.75,4
MAKA00401,45.909,11
MAKA01101,30.75,8
MAKA01102,39,1
MAKA01103,33.429,7
MAKA01104,38.125,8
MAKA01105,41.6,10
MAKA01106,38.667,12
MAKA01107,37.8,10
MAKA01108,30.429,7
MAKA01109,33.882,17
MAKA01110,27.875,8
MAKA01301,43.833,6
MAKA02101,41.5,2
MAKA02102,45.583,12
MAKA02103,36.714,7
MAKA02104,39,9
MAKA03101,42,10
MAKA03301,28.4,5
MAKA04101,35.556,9
MAKA04102,34.125,16
MAKA04103,42,5
MAKA04104,38.833,6
MAKA04105,41.8,5
MAKA04106,36.833,6
MAKA04107,34.333,3
MAKA04108,39,1
MAKA05101,35.182,11
MAKA05102,39,5
MAKA05401,40,1
MAKA06101,46.333,3
MAKA06102,35,3
MAKA06103,45.8,5
MAKA06104,37.75,8
MAKA07101,36.75,4
MAKA07301,45.5,2
MAKA07401,41,3
MAKA07402,33.75,4
MAKA08101,42.25,4
MAKA08102,44.25,4
MAKA08103,31,5
MAKA08104,27,2
MAKA08105,34.333,6
MAKA08106,40.5,2
MAKA08107,47.5,2
MAKA08108,41,3
MAKA08109,41,2
MAKA08110,33.75,4
MAKA08111,46,1
MAKA08112,32.5,8
MAKA08113,35.4,15
MAKA08114,46.9,10
MAKA08115,39.25,4
MAKA08116,29.5,2
MAKA08117,26.5,2
MAKA08118,37.333,3
MAKA08119,31,9
MAKA08120,40.4,5
MAKA08121,41.333,3
MAKA08122,49,1
MAKA08123,40.438,16
MAKA08124,38.1,10
MAKA08125,48.333,9
MAKA08126,40.75,4
MAKA08301,45.2,5
MAKA08302,35.333,3
MAKA08303,34,2
MAKA08304,33.667,6
MAKA08305,41.6,5
MAKA08306,25.333,3
MAKA08401,38,2
MAKA09101,37.667,3
MAKA09102,30,3
MAKA09103,31,2
MAKA09104,29.8,5
MAKA09105,37.75,4
MAKA09106,35.667,21
MAKA09107,35.8,5
MAKA09108,44.1,10
MAKA09109,36.6,5
MAKA09301,39.667,3
MAKA10101,38,2
MAKA10102,38,2
MAKA10103,38.5,8
MAKA10104,38.182,11
MAKA10105,34.154,13
MAKA10106,42.182,11
MAKA10107,43,1
MAKA10108,41,5
MAKA10109,38.75,4
MAKA10110,36.4,5
MAKA10111,38.143,14
MAKA11101,39,2
MAKA11102,42.75,12
MAKA11103,33,2
MAKA11104,36.5,2
MAKA11105,40,3
MAKA11106,36.455,11
MAKA11107,35.2,5
MAKA11108,30.5,2
MAKA11109,46.75,4
MAKA11110,50,1
MAKA11301,32.75,8
MAKA12101,36.333,6
MAKA12102,47,2
MAKA12103,28.5,6
MAKA12104,32,3
MAKA12105,28,2
MAKA12301,38.417,12
MAKA12302,38.833,12
MAKA12303,42.5,2
MAKA12304,40,2
MAKA12305,70,1
MAKA13101,36.6,5
MAKA13102,38,1
MAKA13103,48,2
MAKA13104,42,1
MAKA13105,43,1
MAKA13106,57,1
MAKA13107,31,1
MAKA13108,34,1
MAKA13109,56,2
MAKA13110,47,1
MAKA13111,34.75,4
MAKA13112,40,14
MAKA13113,38,4
MAKA13301,33,5
MAKA14101,33.25,4
MAKA14102,33,8
MAKA14103,47,1
MAKA14104,39,7
MAKA14105,46.333,6
MAKA14106,47,1
MAKA14107,48.5,2
MAKA14108,41,5
MAKA14109,33,1
MAKA14110,39,1
MAKA14111,35,1
MAKA14112,37.333,3
MAKA14113,41,2
MAKA14114,31,3
MAKA14115,33,5
MAKA14116,39,1
MAKA14117,33.5,2
MAKA14118,36.5,2
MAKA14119,33.333,3
MAKA14120,42.667,3
MAKA14121,40.75,4
MAKA14122,41.778,18
MAKA14123,38,3
MAKA14124,51,1
MAKA14125,42,2
MAKA14126,44,2
MAKA14127,36,1
MAKA14301,36.714,14
MAKA14302,40,3
MAKA14303,38,3
MAKA15101,40.5,2
MAKA15102,43.429,7
MAKA15103,44.889,9
MAKA15104,50,4
MAKA15105,53,2
MAKA15106,36.444,9
MAKA15107,45,6
MAKA15108,59,1
MAKA15109,43.667,9
MAKA15110,42.333,6
MAKA15301,39,9
MAKA16101,40.379,29
MAKA16102,46.8,15
MAKA16103,29,2
MAKA16104,38,3
MAKA16105,42.444,9
MAKA16106,54,2
MAKA16107,54,2
MAKA16108,47.125,8
MAKA16109,45,2
MAKA16110,39,1
MAKA17101,40.333,12
MAKA17102,34.333,3
MAKA17103,40.231,13
MAKA17104,38.4,5
MAKA17105,45,5
MAKA17106,39.5,2
MAKA17107,45.286,7
MAKA17108,51.625,8
MAKA17109,37,1
MAKA17110,62.5,2
MAKA17111,60,2
MAKA17112,27.8,5
MAKA17301,39.625,8
MAKA17302,36,2
MAKA17303,33.5,2
MAKA18101,48.231,13
MAKA18102,38.857,14
MAKA18103,48,2
MAKA18104,49.5,2
MAKA18105,34.8,5
MAKA19101,37,4
MAKA19102,43.086,35
MAKA19103,32.194,31
MAKA19104,46.667,6
MAKA19105,33.667,9
MAKA19106,45.75,4
MAKA19107,27,3
MAKA19108,57,1
MAKA19109,30.5,2
MAKA19110,41,2
MAKA54101,31.182,11
MAKA54102,29.333,9
MAKA54301,35,9
MAKA55101,35.2,10
MAKA61101,34.222,18
MAKA69101,26.8,5
MAKA70101,30.947,19
MAKA71101,35.2,5
MAKA72301,30.571,14
MAKA73101,32.955,22
MAKA74101,32.5,8
MAKA74301,31.222,9
MAKA75301,28.667,21
MAKA76101,35.316,19
MAKA76102,30.462,13
MAKA77101,27.714,21
MAKA78101,34.25,8
MAKA78301,31.7,20
MAKA80101,30.25,4
MAKA80301,31.2,5
MAKA80401,32.5,6
MAKA81101,32.167,6
MAKA81102,34.25,4
MAKA81301,31,3
MAKA81302,29.667,9
MAKA81303,38,2
MAKA81401,31,6
MAKA81402,28,1
MAKA82101,31.118,17
MAKA82301,37.25,20
MAKA82302,27.8,5
MAKA82303,30.667,9
MAKA83101,30.6,5
MAKA83102,36.111,9
MAKA83301,27.25,4
MAKA83302,28.75,4
MAKA84101,28.333,6
MAKA84102,35.75,4
MAKA84103,31.308,13
MAKA84301,35.455,11
MAKA84302,35,3
MAKA84303,27.833,6
MAKA85101,37.25,4
MAKA85301,32.833,6
MAKA85401,31.714,7
MAKA85402,34.5,6
MAKA86101,35.5,4
MAKA86301,35.111,9
MAKA86302,39.333,15
MAKA86303,38,4
MAKA86304,40.8,10
MAKA86401,34.5,2
MAKA87101,28,5
MAKA87102,34.692,13
MAKA87301,32.846,13
MAKA87302,28.667,3
MAKA87303,30.2,5
MAKA87401,33.444,9
MAKA88101,32,3
MAKA88102,35.778,9
MAKA88103,38.8,10
MAKA88104,33.5,2
MAKA88301,32.818,11
MAKA88302,35.182,11
MAKA88303,35.455,11
MAKA88304,35.778,9
MAKA88305,30.5,10
MAKA89101,29.846,13
MAKA89102,34.5,4
MAKA89301,29.143,7
MAKA89302,32.769,13
MAKA89303,29.143,7
MAKA89304,31.4,5
MAKA89305,42.6,5
MAKA89306,36.833,6
MAKA89307,41,1
MAKA90101,32.167,6
MAKA90102,37.167,6
MAKA90103,24.444,9
MAKA90301,29,1
MAKA90302,36.214,14
MAKA90303,36,8
MAKA90304,38.333,3
MAKA90305,36.556,9
MAKA90306,32.909,11
MAKA90401,38.75,4
MAKA91101,28.667,3
MAKA91102,30,7
MAKA91103,28,6
MAKA91301,36.4,5
MAKA91302,32.167,6
MAKA91303,36.083,12
MAKA91304,37.5,2
MAKA91305,31.625,8
MAKA92101,34.737,19
MAKA92102,36.375,8
MAKA92301,33,7
MAKA92302,41.667,3
MAKA92303,32.25,12
MAKA92304,34.25,4
MAKA93101,33.8,15
MAKA93102,35.8,5
MAKA93301,30.25,4
MAKA93302,37.857,7
MAKA93303,35.818,11
MAKA93304,36.833,6
MAKA94101,35.769,13
MAKA95101,33.938,16
MAKA95102,35.2,5
MAKA95103,29.429,7
MAKA95104,38.333,3
MAKA95105,32,3
MAKA95301,33.882,17
MAKA95302,38.143,7
MAKA96101,37.714,21
MAKA96301,35.636,11
MAKA96302,34.714,7
MAKA96303,27.167,6
MAKA96304,47,2
MAKA96305,32.143,7
MAKA96306,25,2
MAKA96401,32.75,8
MAKA97101,42.333,9
MAKA97102,36,2
MAKA97103,32.333,3
MAKA97104,33,1
MAKA97301,34.25,8
MAKA97302,30,7
MAKA97303,38.143,7
MAKA98101,35,6
MAKA98102,40.333,6
MAKA98103,36.889,9
MAKA98104,41.895,19
MAKA98105,34.6,5
MAKA98301,39.333,3
MAKA98302,28.778,9
MAKA98303,36.5,10
MAKA98304,37.375,8
MAKA99101,35.125,8
MAKA99102,38.5,2
MAKA99103,45,1
MAKA99104,37.538,13
MAKA99105,36,2
MAKA99301,31.455,11
MALA00101,36.5,2
MALA09301,34.5,2
MALA14301,38.5,2
MALA16301,40.5,2
MALA17101,41.5,2
MANA00101,39,4
MANA00102,35,1
MANA00103,36,7
MANA00104,38.625,8
MANA00301,26,6
MANA01101,31.5,2
MANA01102,40.667,9
MANA01103,43.533,15
MANA01301,39.2,5
MANA01302,38,10
MANA02101,44.75,8
MANA02102,38.833,6
MANA02103,26.2,5
MANA02104,36.25,4
MANA02105,39,2
MANA02106,40,1
MANA02107,34.333,3
MANA02108,45.15,20
MANA03101,44.429,7
MANA03102,38.769,13
MANA03103,37,2
MANA03104,37.714,7
MANA03105,33.2,15
MANA04101,36.3,10
MANA04102,50,3
MANA04301,29.667,6
MANA04302,40.667,3
MANA04303,39.5,2
MANA05101,37.8,10
MANA05102,42.75,4
MANA05103,62.6,5
MANA05104,39.5,4
MANA05105,36,1
MANA05106,49,2
MANA06101,48,1
MANA06102,33,2
MANA06103,37,5
MANA06104,49.333,3
MANA06105,40.5,2
MANA06106,32.167,6
MANA06107,50,2
MANA06108,38.5,2
MANA06109,42.6,5
MANA06110,58,2
MANA06111,40,2
MANA06112,36,1
MANA06301,41,3
MANA06302,36,1
MANA06303,44.6,5
MANA06304,47.857,14
MANA06305,35.4,5
MANA06306,49.091,11
MANA06307,37.25,4
MANA06308,28.667,3
MANA07101,37.5,2
MANA07102,43.786,14
MANA07301,39.778,9
MANA07302,28.5,4
MANA07303,42.429,7
MANA08101,43.222,9
MANA08102,42.2,5
MANA08103,31,1
MANA08104,36.5,2
MANA08105,38,4
MANA08106,38,7
MANA08107,32.333,3
MANA08108,45.545,11
MANA08109,44.5,2
MANA08110,36,2
MANA08301,47.667,3
MANA08302,46.5,2
MANA08303,40,3
MANA08304,30,1
MANA08305,43.5,10
MANA08306,38,3
MANA08307,32,2
MANA08308,40.25,4
MANA08309,46.333,3
MANA08310,44.333,3
MANA08311,45.25,4
MANA08312,48.636,11
MANA08313,46.5,6
MANA08314,36.875,8
MANA08315,39,2
MANA08316,38.062,16
MANA08317,47.5,6
MANA08318,41,1
MANA08319,42.75,4
MANA08320,34,8
MANA08321,28.8,5
MANA08322,37.091,11
MANA08323,39.125,8
MANA08324,38.048,21
MANA08325,38.5,2
MANA08326,36,4
MANA08327,28.667,3
MANA08328,35.5,2
MANA08329,42.706,17
MANA08330,50.778,9
MANA08331,35.556,9
MANA08332,47,1
MANA08333,38,3
MANA08334,40.625,16
MANA08401,34.333,3
MANA09101,41,4
MANA09102,39.5,4
MANA09103,42,1
MANA09104,38,1
MANA09105,36.333,6
MANA09106,37.875,8
MANA09107,34.8,5
MANA09108,41.692,13
MANA09109,44,2
MANA09110,44.941,17
MANA09111,45,1
MANA09112,24,1
MANA09113,41.545,11
MANA09114,48.286,7
MANA09115,51,2
MANA09116,47.545,11
MANA09117,29,5
MANA09118,40.5,2
MANA09119,42.75,4
MANA09120,39.833,6
MANA09121,36.5,2
MANA09122,43.636,11
MANA09301,47,2
MANA09302,37,3
MANA09303,42.143,7
MANA09304,41,8
MANA09305,37.75,4
MANA09306,39.312,16
MANA09307,41.857,7
MANA09308,42.5,16
MANA09309,48,2
MANA09310,34.722,18
MANA09311,27.333,3
MANA09312,39,3
MANA09313,39,2
MANA10101,31.5,2
MANA10102,40,2
MANA10103,57,1
MANA10104,32.5,2
MANA10105,44.5,4
MANA10106,38.75,4
MANA10107,41.429,7
MANA10108,35.3,10
MANA10109,39.5,8
MANA10110,51,1
MANA10111,36.667,3
MANA10112,44.5,2
MANA10301,38.6,10
MANA10302,36.2,5
MANA10303,48.5,2
MANA10304,44,1
MANA10305,51.333,3
MANA10306,40.556,9
MANA10307,36.667,9
MANA10308,41.667,3
MANA10309,40.667,3
MANA10310,44,2
MANA10311,41.167,6
MANA10312,36.333,3
MANA10313,34,2
MANA10314,45.5,2
MANA10315,40.696,23
MANA10316,38.2,5
MANA10317,37,2
MANA10318,44,2
MANA10319,48.389,18
MANA10320,42,2
MANA10321,47,2
MANA10322,41.333,9
MANA10323,33,1
MANA10324,28,1
MANA11101,33.111,18
MANA11102,37.286,7
MANA11103,39.667,3
MANA11104,32.652,23
MANA11105,37.889,9
MANA11106,29.2,5
MANA11107,49,4
MANA11108,37.167,6
MANA11301,44,9
MANA11302,49.857,7
MANA11303,38,2
MANA11304,40,2
MANA11305,44,1
MANA11306,35,2
MANA11307,34,6
MANA11308,33.667,3
MANA11309,24,2
MANA11310,43.5,2
MANA11311,35.784,51
MANA11312,32,1
MANA11313,30,3
MANA11314,41,2
MANA11315,50.222,18
MANA11316,29,1
MANA11317,40.556,18
MANA11318,35.692,13
MANA11319,37.6,5
MANA11320,38.75,4
MANA11321,48.333,3
MANA11322,40,3
MANA11323,42.706,17
MANA11324,31,5
MANA11325,46.667,6
MANA11326,26.5,2
MANA11327,51.667,6
MANA12101,31,2
MANA12102,42.8,5
MANA12103,41.5,2
MANA12104,42.5,4
MANA12105,42,2
MANA12106,45.2,5
MANA12107,40.375,8
MANA12108,37.333,3
MANA12109,32.5,2
MANA12110,29,1
MANA12111,39,13
MANA12112,47.5,2
MANA12113,45.375,8
MANA12301,32,1
MANA12302,40.714,14
MANA12303,44.25,4
MANA12304,44.273,11
MANA12305,47.167,6
MANA12306,40.5,2
MANA12307,30.75,4
MANA12308,42.333,3
MANA12309,46.769,13
MANA12310,28,1
MANA12311,40.333,3
MANA12312,40,1
MANA12313,40.5,2
MANA12314,35.5,4
MANA12315,33,2
MANA12316,36.4,5
MANA12317,44.333,18
MANA12318,38.667,6
MANA12319,32.031,32
MANA12320,36.875,8
MANA12321,35.364,11
MANA12322,44,2
MANA12323,38,1
MANA12324,39,1
MANA12325,42.5,4
MANA12326,46.5,2
MANA12327,41,1
MANA12328,34.5,2
MANA12329,55.5,2
MANA12330,41.143,7
MANA12331,50,2
MANA12332,42.5,2
MANA12333,54,2
MANA12334,36.571,7
MANA12335,36,8
MANA12336,43,10
MANA12337,57.5,2
MANA12338,40.375,8
MANA12339,37.348,23
MANA12340,33.286,7
MANA12341,48.8,5
MANA12342,40.667,6
MANA12343,38.75,4
MANA12344,47.667,9
MANA12345,31.5,6
MANA12346,38,3
MANA12347,44.917,12
MANA12348,39.273,22
MANA12349,34,1
MANA12350,23,2
MANA12351,45.75,4
MANA12352,40,2
MANA12353,30.5,2
MANA12354,34.857,7
MANA13101,59,2
MANA13102,51.5,2
MANA13103,40.5,2
MANA13104,39,2
MANA13105,45.8,5
MANA13106,35.5,2
MANA13107,45,2
MANA13301,47,2
MANA13302,36.6,5
MANA13303,46,13
MANA13304,41,1
MANA13305,47,1
MANA13306,32,2
MANA13307,25,2
MANA13308,45,2
MANA13309,45.636,11
MANA13310,43.75,8
MANA13311,27,2
MANA13312,30.25,4
MANA13313,41,1
MANA13314,33.857,7
MANA13315,43.375,8
MANA13316,38,2
MANA13317,34.5,2
MANA13318,35.667,3
MANA13319,34.5,8
MANA13320,45,2
MANA13321,43.25,4
MANA13322,44,2
MANA13323,41.5,6
MANA13324,42.4,10
MANA13325,42.8,10
MANA13326,40,2
MANA13327,35.385,26
MANA13328,42,1
MANA13329,35.667,3
MANA13330,32.5,2
MANA13331,39.29,31
MANA13332,47.333,15
MANA13333,38,2
MANA13334,46.75,4
MANA13335,39.25,8
MANA13336,50.333,6
MANA13337,45.667,3
MANA13338,62,3
MANA14101,48.643,14
MANA14301,35.333,6
MANA14302,33.833,6
MANA14303,40,7
MANA14304,47.25,8
MANA14305,41.714,7
MANA14306,37.25,4
MANA14307,39,7
MANA14308,39.375,8
MANA14309,38.5,22
MANA14310,46.6,5
MANA14311,40.65,20
MANA14312,31.5,2
MANA14313,37.667,3
MANA14314,52.667,3
MANA14315,49.4,5
MANA14316,42.625,16
MANA14317,45.25,4
MANA14318,36,2
MANA14319,37.556,9
MANA14320,26,1
MANA14321,34.667,6
MANA14322,31,3
MANA14323,41.5,6
MANA14324,41.25,4
MANA14325,31,4
MANA14326,48.333,3
MANA14327,35.25,4
MANA14328,41.857,7
MANA14401,37.5,2
MANA15101,48.25,4
MANA15102,58,2
MANA15103,45.714,7
MANA15104,49.4,5
MANA15301,40.5,2
MANA15302,44.375,8
MANA15303,29,2
MANA15304,39,10
MANA15305,35.962,26
MANA15306,34.364,22
MANA15307,42.875,16
MANA15308,45.556,9
MANA15309,45.357,14
MANA15310,37.571,7
MANA15311,44.5,2
MANA15312,31.4,10
MANA15313,38.526,19
MANA15314,40,1
MANA15315,42.647,17
MANA15316,38,3
MANA15317,40,4
MANA15318,37,1
MANA16101,42.667,3
MANA16102,35.296,27
MANA16301,41.917,12
MANA16302,41.75,8
MANA16303,31.444,9
MANA16304,34.479,71
MANA16305,48,3
MANA16306,40.333,3
MANA16307,50.5,4
MANA16308,35.636,11
MANA16309,46,8
MANA16310,41.75,16
MANA16311,38.333,9
MANA16312,35.667,9
MANA16313,40.8,10
MANA16314,40,9
MANA16315,47,2
MANA16316,43.5,2
MANA16317,41.25,4
MANA16318,49.5,2
MANA16319,39.857,7
MANA16320,36,10
MANA16321,35,2
MANA16322,29.5,2
MANA16323,42.8,5
MANA16324,45.5,2
MANA16325,39.714,7
MANA16326,25.5,6
MANA16327,35.929,14
MANA16328,37.25,8
MANA16329,35.833,6
MANA16330,40,3
MANA16331,37.667,6
MANA16332,44,2
MANA16333,33,1
MANA16401,36.5,2
MANA17101,55,3
MANA17102,57,2
MANA17103,51,1
MANA17301,39,5
MANA17302,37,38
MANA17303,39.118,17
MANA17304,42.818,11
MANA17305,36.788,33
MANA17306,36.095,21
MANA17307,41.667,15
MANA17308,45.733,15
MANA17309,45.4,10
MANA17310,41.154,39
MANA17311,36.389,18
MANA17312,45.286,7
MANA17313,41.2,10
MANA17314,33.333,3
MANA17315,32.25,8
MANA17316,44.294,17
MANA17317,42.6,5
MANA17318,44.8,10
MANA17319,58,1
MANA17320,38,3
MANA17321,41.619,21
MANA17322,41.429,7
MANA17323,39.75,4
MANA17324,39.75,4
MANA17325,31,2
MANA17326,30.333,3
MANA17327,42.286,7
MANA17328,52.333,3
MANA17329,42.333,6
MANA17330,39.5,2
MANA17331,53,1
MANA17332,35.4,15
MANA17333,38.75,8
MANA17334,34,2
MANA17335,52.333,3
MANA17336,41,2
MANA17337,47,3
MANA17338,48.667,3
MANA17339,34.2,5
MANA17340,38,2
MANA17341,31.889,9
MANA17342,39.133,15
MANA17343,46,3
MANA17344,49.667,3
MANA18101,45.25,4
MANA18102,28.286,7
MANA18301,36,15
MANA18302,40.875,24
MANA18303,36.038,26
MANA18304,36.278,18
MANA18305,42.69,29
MANA18306,38.421,19
MANA18307,47.5,10
MANA18308,44.5,8
MANA18309,37,3
MANA18310,42.5,2
MANA18311,32.889,9
MANA18312,39.545,11
MANA18313,37.471,17
MANA18314,36.5,16
MANA18315,47.5,2
MANA18316,42,5
MANA18317,41,6
MANA18318,37.75,4
MANA18319,41.5,4
MANA18320,48,6
MANA18321,36.5,4
MANA18322,36.6,5
MANA18323,38,4
MANA18324,37.632,19
MANA18325,35.727,22
MANA18326,36.8,5
MANA18327,45.667,9
MANA18328,42.5,18
MANA18329,38.462,13
MANA18330,32.5,2
MANA18401,39.5,2
MANA50201,51,1
MANA52301,39.833,6
MANA53101,35.812,16
MANA54101,32.2,10
MANA55301,38.667,3
MANA56101,34.474,19
MANA71101,31.385,13
MANA71102,28.25,8
MANA72101,31.333,15
MANA72102,29.667,9
MANA73101,36.875,8
MANA73102,27,1
MANA73301,33.917,12
MANA74101,32.308,13
MANA75101,34.231,13
MANA76101,31.333,9
MANA76301,36.333,18
MANA77101,40,8
MANA77301,33.6,5
MANA78101,37.727,11
MANA78301,32,4
MANA79101,26.429,7
MANA79301,33.786,14
MANA80101,28,9
MANA80102,37.444,9
MANA80301,41.286,7
MANA80302,34.167,12
MANA81101,39.71,31
MANA81301,30.5,4
MANA81302,27.75,4
MANA82101,29.5,6
MANA82301,29.6,5
MANA82302,33.2,10
MANA82401,31.8,10
MANA83101,30.75,16
MANA83301,31.8,5
MANA83302,32.333,3
MANA83303,30.833,12
MANA83401,32.059,17
MANA83402,32.182,11
MANA84101,39,8
MANA84102,33,7
MANA84103,33.5,4
MANA84301,38.364,11
MANA84302,28.333,9
MANA85101,29.75,8
MANA85301,31.333,6
MANA85302,38.444,9
MANA85303,33.938,16
MANA85401,33.5,2
MANA86101,43.438,16
MANA86301,29.833,6
MANA86302,32.846,13
MANA86303,30.556,9
MANA87101,26,2
MANA87102,41.833,6
MANA87301,35.818,11
MANA87302,35.6,15
MANA88101,30,2
MANA88102,29.571,7
MANA88103,33.625,8
MANA88301,31.083,12
MANA88302,34.667,3
MANA89101,30.167,6
MANA89102,32.833,12
MANA89103,36,6
MANA89301,26.25,4
MANA89302,29.333,3
MANA89303,32.25,4
MANA89304,49.8,5
MANA89305,36.308,13
MANA90101,38.778,9
MANA90102,31.667,6
MANA90103,33.667,6
MANA90301,27.333,6
MANA90302,34.625,8
MANA90401,36,6
MANA90402,33,2
MANA91101,33,6
MANA91102,36.235,17
