expedition_id,mean_age,member_count
CHOY04304,28.1,10
CHOY04305,38.857,14
CHOY04306,42,1
CHOY04307,49,2
CHOY04308,48.333,3
CHOY04309,34,1
CHOY04310,36,1
CHOY04311,34.5,2
CHOY04312,29.667,6
CHOY04313,61,1
CHOY04314,47,1
CHOY04315,36.8,5
CHOY04316,43,1
CHOY04317,32,1
CHOY04318,47,3
CHOY04319,26.5,2
CHOY04320,44.571,14
CHOY04321,33,1
CHOY04322,40.5,6
CHOY04323,28.2,5
CHOY04324,34.25,4
CHOY04325,31,2
CHOY04326,42,1
CHOY04327,32.857,7
CHOY04328,44.286,7
CHOY04329,33,2
CHOY04330,35.25,12
CHOY04331,40.5,8
CHOY04332,39.2,10
CHOY04333,36,2
CHOY04334,23,1
CHOY04335,45.5,10
CHOY04336,36.5,8
CHOY04337,38,1
CHOY04338,34.333,9
CHOY04339,37,2
CHOY04340,39,3
CHOY04341,51,1
CHOY04342,40,1
CHOY04343,42,2
CHOY04344,40.143,7
CHOY04345,37.8,5
CHOY04346,34.5,2
CHOY04347,40,1
CHOY04348,34.083,12
CHOY04349,38.75,4
CHOY04350,31.5,2
CHOY04351,44.077,13
CHOY04352,34,1
CHOY04353,33,8
CHOY04354,38,3
CHOY05101,37.667,3
CHOY05102,41.4,5
CHOY05103,38.5,2
CHOY05104,46.5,10
CHOY05105,48,3
CHOY05106,28.5,2
CHOY05107,42.8,5
CHOY05108,38.5,12
CHOY05109,40,5
CHOY05110,57,1
CHOY05111,32.5,2
CHOY05112,45.5,4
CHOY05113,36,3
CHOY05114,44.333,3
CHOY05115,48,2
CHOY05116,33,1
CHOY05117,39.25,4
CHOY05118,43.5,20
CHOY05119,34.25,4
CHOY05120,35.25,4
CHOY05121,36,1
CHOY05122,30.364,11
CHOY05123,38,4
CHOY05124,44.722,18
CHOY05125,45,1
CHOY05126,38.273,11
CHOY05127,33.5,2
CHOY05128,42.429,7
CHOY05129,34,1
CHOY05130,32.5,2
CHOY05131,40.5,2
CHOY05132,39.667,3
CHOY05133,47.273,11
CHOY05134,41.375,8
CHOY05135,37,1
CHOY05136,23,1
CHOY05137,33.8,5
CHOY05301,36.4,5
CHOY05302,30.2,5
CHOY05303,33.667,6
CHOY05304,39.273,11
CHOY05305,27.667,3
CHOY05306,50,4
CHOY05307,35.667,3
CHOY05308,30,1
CHOY05309,52,1
CHOY05310,52,2
CHOY05311,34,1
CHOY05312,34.286,7
CHOY05313,25,1
CHOY05314,36,1
CHOY05315,37.667,3
CHOY05316,40.7,10
CHOY05317,33.667,3
CHOY05318,45.333,3
CHOY05319,33.5,2
CHOY05320,44,1
CHOY05321,24,1
CHOY05322,43.5,2
CHOY05323,42.286,7
CHOY05324,41.538,13
CHOY05325,36.4,5
CHOY05326,38.75,4
CHOY05327,41.9,10
CHOY05328,39.2,5
CHOY05329,43.25,4
CHOY05330,39.8,10
CHOY05331,32.333,9
CHOY05332,39.5,4
CHOY05333,32.4,10
CHOY05334,39.5,2
CHOY05335,44.154,13
CHOY05336,42.125,8
CHOY05337,44,1
CHOY05338,45,3
CHOY05339,41.333,6
CHOY05340,35.75,4
CHOY05341,35,1
CHOY05342,36.889,9
CHOY05343,34.857,28
CHOY05344,37,1
CHOY05345,37.4,5
CHOY05346,33.286,7
CHOY05347,32,6
CHOY06101,36.333,3
CHOY06102,42,1
CHOY06103,39.111,9
CHOY06104,37.6,5
CHOY06105,47,1
CHOY06106,53.5,2
CHOY06107,45,8
CHOY06108,41.5,6
CHOY06109,41.571,7
CHOY06110,41.333,3
CHOY06111,45.4,5
CHOY06112,40.5,2
CHOY06113,43.333,3
CHOY06114,46,1
CHOY06115,32,1
CHOY06116,40.636,11
CHOY06117,34.556,9
CHOY06118,34.222,9
CHOY06119,33,13
CHOY06120,38.333,6
CHOY06121,33.333,9
CHOY06122,32.5,2
CHOY06123,30.75,24
CHOY06124,49,4
CHOY06125,31,1
CHOY06126,29.5,2
CHOY06127,33.889,18
CHOY06128,42,6
CHOY06129,33,1
CHOY06130,43,5
CHOY06131,42.1,10
CHOY06301,40.333,6
CHOY06302,40,2
CHOY06303,44.556,9
CHOY06304,24,2
CHOY06305,37.727,11
CHOY06306,36.5,18
CHOY06307,38.467,15
CHOY06308,33.5,4
CHOY06309,25.333,3
CHOY06310,38.25,4
CHOY06311,55,2
CHOY06312,50,9
CHOY06313,38.333,3
CHOY06314,38,4
CHOY06315,41.667,6
CHOY06316,34.5,2
CHOY06317,36,3
CHOY06318,42.286,7
CHOY06319,41.818,11
CHOY06320,49,2
CHOY06321,42.667,3
CHOY06322,43.5,2
CHOY06323,35,1
CHOY06324,43,1
CHOY06325,35,3
CHOY06326,42.5,4
CHOY06327,46.667,3
CHOY06328,34.357,14
CHOY06329,45.167,12
CHOY06330,37.7,10
CHOY06331,37.4,5
CHOY06332,31,1
CHOY06333,37.667,3
CHOY06334,26,2
CHOY06335,33.625,8
CHOY06336,38,2
CHOY06337,41.6,5
CHOY06338,41,2
CHOY06339,34.857,7
CHOY06340,32,4
CHOY06341,41.5,2
CHOY06342,33,3
CHOY06343,36.25,8
CHOY06344,35.25,4
CHOY06345,39,1
CHOY06346,57,1
CHOY06347,43.143,7
CHOY06348,43.667,3
CHOY06349,39.636,11
CHOY06350,38.667,3
CHOY06351,36.333,3
CHOY06352,34.25,4
CHOY06353,35.5,4
CHOY06354,38.857,7
CHOY06355,31.692,13
CHOY06356,37,7
CHOY06357,33.455,11
CHOY06358,37.524,21
CHOY06359,38.778,9
CHOY06360,36.4,20
CHOY06361,38,5
CHOY06362,39.833,18
CHOY06363,40.889,9
CHOY06364,38.9,10
CHOY06365,54,2
CHOY06366,33.88,25
CHOY06367,32.5,2
CHOY06368,36.3,10
CHOY06369,36.667,3
CHOY06370,28.714,7
CHOY06371,44,5
CHOY06372,27,1
CHOY06373,32,3
CHOY06374,44.25,8
CHOY06375,27.484,31
CHOY06376,43.684,19
CHOY06377,36.3,10
CHOY06378,38,2
CHOY06379,42,2
CHOY06380,45.667,3
CHOY06381,34,1
CHOY06382,43.857,7
CHOY07101,42.8,5
CHOY07102,45,2
CHOY07103,35,2
CHOY07104,37.25,4
CHOY07105,31.429,7
CHOY07106,41.8,15
CHOY07107,31,1
CHOY07108,39,2
CHOY07109,31,2
CHOY07110,36,4
CHOY07111,33,1
CHOY07112,29.5,2
CHOY07113,37,5
CHOY07114,34.5,2
CHOY07115,35.25,4
CHOY07116,36.5,2
CHOY07117,39.625,8
CHOY07118,33.75,8
CHOY07119,39.143,7
CHOY07120,45.5,4
CHOY07121,38.8,10
CHOY07122,49.667,3
CHOY07123,34,2
CHOY07124,45.182,11
CHOY07301,39.111,9
CHOY07302,47,2
CHOY07303,43.5,4
CHOY07304,40.947,19
CHOY07305,51,2
CHOY07306,52.667,3
CHOY07307,27,1
CHOY07308,32.76,25
CHOY07309,36.5,6
CHOY07310,47.143,14
CHOY07311,39,2
CHOY07312,30.583,12
CHOY07313,28.333,12
CHOY07314,41,1
CHOY07315,45,1
CHOY07316,42.429,14
CHOY07317,41,4
CHOY07318,47,1
CHOY07319,53.667,3
CHOY07320,37,1
CHOY07321,46,1
CHOY07322,39,1
CHOY07323,44,9
CHOY07324,39.6,5
CHOY07325,37,1
CHOY07326,44,1
CHOY07327,37.5,4
CHOY07328,43.5,2
CHOY07329,44.5,4
CHOY07330,31,8
CHOY07331,38,2
CHOY07332,41.8,5
CHOY07333,35.8,5
CHOY07334,42,2
CHOY07335,38,8
CHOY07336,33,2
CHOY07337,34.917,12
CHOY07338,37,3
CHOY07339,37,11
CHOY07340,44.5,6
CHOY07341,36.333,3
CHOY07342,35.833,12
CHOY07343,38.938,16
CHOY07344,35,3
CHOY07345,40,1
CHOY07346,45.5,8
CHOY07347,32.8,15
CHOY07348,39.2,20
CHOY07349,41.875,24
CHOY07350,46,3
CHOY07351,44.5,8
CHOY07352,43,1
CHOY07353,46.333,3
CHOY07354,26,2
CHOY07355,31,1
CHOY07356,36,8
CHOY07357,36,1
CHOY07358,42.1,10
CHOY07359,38,1
CHOY07360,38.6,5
CHOY07361,47,6
CHOY07362,43.333,6
CHOY07363,33.75,8
CHOY07364,30,1
CHOY07365,59,1
CHOY07366,51,1
CHOY07367,32.5,4
CHOY07368,46,1
CHOY07369,41,1
CHOY07370,29,3
CHOY08301,37,4
CHOY08302,41.067,15
CHOY08303,37.417,12
CHOY08304,30.5,2
CHOY08305,42.5,8
CHOY08306,37.5,4
CHOY08307,37.875,16
CHOY08308,42.2,5
CHOY08309,39.167,18
CHOY08310,38.5,32
CHOY08311,35,3
CHOY08312,33.667,3
CHOY08313,43.5,4
CHOY08314,36.211,19
CHOY08315,27.615,13
CHOY08316,39,1
CHOY08317,38,6
CHOY09101,39.214,14
CHOY09102,36,2
CHOY09103,34,3
CHOY09104,36.5,2
CHOY09105,37.333,3
CHOY09106,38,1
CHOY09107,41.667,3
CHOY09108,50.667,3
CHOY09109,40.667,3
CHOY09110,29,3
CHOY09111,45.5,2
CHOY09112,44.778,9
CHOY09113,41.467,15
CHOY09114,29.5,2
CHOY09115,25,1
CHOY09116,33,1
CHOY09117,26,3
CHOY09118,32,1
CHOY09119,32,1
CHOY09120,41,1
CHOY09301,32.8,5
CHOY09302,29,2
CHOY09303,45.5,4
CHOY09304,32.667,3
CHOY09305,38.385,13
CHOY09306,37,1
CHOY09307,39.286,7
CHOY09308,40.64,25
CHOY09309,34,1
CHOY09310,39,2
CHOY09311,38,2
CHOY09312,46,3
CHOY09313,42.75,4
CHOY09314,43.667,6
CHOY09315,28,1
CHOY09316,42.154,13
CHOY09317,41.5,2
CHOY09318,33.333,3
CHOY09319,33,3
CHOY09320,36.4,5
CHOY09321,41.385,13
CHOY09322,40.842,19
CHOY09323,36.5,2
CHOY09324,38,2
CHOY09325,40,2
CHOY09326,32,2
CHOY09327,40,5
CHOY09328,42,3
CHOY09329,37,1
CHOY09330,47,2
CHOY09331,37.222,18
CHOY09332,44.5,2
CHOY09333,36,1
CHOY09334,43,2
CHOY09335,42,1
CHOY09336,49,4
CHOY09337,35.167,12
CHOY09338,45,3
CHOY09339,36,2
CHOY09340,50.538,13
CHOY09341,35.5,2
CHOY09342,39.5,6
CHOY09343,41.857,14
CHOY09344,40.8,25
CHOY09345,42,1
CHOY09346,40.667,3
CHOY09347,48.875,8
CHOY09348,54,2
CHOY09349,41.4,5
CHOY09350,43.4,5
CHOY09351,41,2
CHOY09352,36.5,2
CHOY09353,36.5,2
CHOY09354,30.25,4
CHOY09355,24.167,6
CHOY09356,28,2
CHOY09357,60,2
CHOY09358,33.571,14
CHOY09359,32,3
CHOY09360,46,2
CHOY09361,33.889,9
CHOY10101,49.5,2
CHOY10102,49,1
CHOY10103,33.5,2
CHOY10104,47.5,2
CHOY10105,48.5,2
CHOY10106,45.6,5
CHOY10107,45.4,5
CHOY10108,37.4,5
CHOY10109,47.6,10
CHOY10110,36,4
CHOY10111,41.667,12
CHOY10112,37.375,8
CHOY10113,42.667,3
CHOY10114,35.571,7
CHOY10115,42.5,2
CHOY10116,52,1
CHOY10117,37.857,7
CHOY10118,64,1
CHOY10119,41,2
CHOY10301,35,6
CHOY10302,38,3
CHOY10303,37,3
CHOY10304,50.25,4
CHOY10305,40.5,4
CHOY10306,44.8,5
CHOY10307,33,3
CHOY10308,36.429,7
CHOY10309,39,1
CHOY10310,48.25,4
CHOY10311,40.25,8
CHOY10312,36.5,2
CHOY10313,38.833,6
CHOY10314,36.5,2
CHOY10315,40,3
CHOY10316,34,1
CHOY10317,24,1
CHOY10318,34.333,3
CHOY10319,41.8,10
CHOY10320,43.25,4
CHOY10321,30,2
CHOY10322,42.05,20
CHOY10323,35,1
CHOY10324,33,1
CHOY10325,51.667,3
CHOY10326,44.417,12
CHOY10327,37.667,3
CHOY10328,42.529,17
CHOY10329,47.222,9
CHOY10330,40.769,26
CHOY10331,44.941,17
CHOY10332,37,5
CHOY10333,42.692,13
CHOY10334,59,1
CHOY10335,44.75,4
CHOY10336,52,1
CHOY10337,34.5,2
CHOY10338,35,1
CHOY10339,41.5,6
CHOY10340,42.5,2
CHOY10341,45.167,6
CHOY10342,55,1
CHOY10343,40.143,14
CHOY10344,50,1
CHOY10345,32.9,20
CHOY10346,43,2
CHOY10347,42,3
CHOY10348,40.5,16
CHOY10349,27,1
CHOY11101,35.333,6
CHOY11102,43.5,2
CHOY11103,35.75,4
CHOY11104,27.333,3
CHOY11105,39.917,12
CHOY11106,39.5,2
CHOY11107,52,1
CHOY11108,37.5,2
CHOY11109,36,1
CHOY11110,36.143,7
CHOY11111,42.333,6
CHOY11112,42,9
CHOY11113,37.5,2
CHOY11114,24,1
CHOY11115,41.25,4
CHOY11116,42,2
CHOY11117,46,1
CHOY11118,45.364,11
CHOY11301,45.333,3
CHOY11302,35.538,13
CHOY11303,48.75,4
CHOY11304,34,3
CHOY11305,45.5,2
CHOY11306,39,3
CHOY11307,42.667,3
CHOY11308,45.833,6
CHOY11309,30.5,2
CHOY11310,38.692,13
CHOY11311,38.533,15
CHOY11312,42.857,14
CHOY11313,41.429,7
CHOY11314,44.333,9
CHOY11315,52.5,2
CHOY11316,47.625,8
CHOY11317,37.5,4
CHOY11318,49.5,2
CHOY11319,37,2
CHOY11320,36.875,8
CHOY11321,41.571,14
CHOY11322,37.75,16
CHOY11323,49.571,7
CHOY11324,32,5
CHOY11325,38.889,9
CHOY11326,42.143,21
CHOY11327,57,1
CHOY11328,39.6,5
CHOY11329,25,2
CHOY11330,45.167,6
CHOY11331,40.792,24
CHOY11332,33.6,5
CHOY11333,44,1
CHOY11334,34.5,2
CHOY11335,39.5,2
CHOY11336,64.5,2
CHOY11337,33,2
CHOY11338,65.5,2
CHOY11339,51.625,8
CHOY11340,43,2
CHOY11341,46.857,7
CHOY11342,62,1
CHOY11343,61,1
CHOY12101,38.364,11
CHOY12102,42.667,12
CHOY12103,45,1
CHOY12104,35.5,2
CHOY12105,44.889,9
CHOY12106,42.667,3
CHOY12107,48.5,2
CHOY12108,53.5,2
CHOY12109,42.25,4
CHOY12110,48.5,2
CHOY12111,44,2
CHOY12112,43,2
CHOY12113,56,1
CHOY12114,44.5,2
CHOY12115,18,1
CHOY12116,50,1
CHOY12301,38.2,5
CHOY13101,34,2
CHOY13102,43.5,14
CHOY13103,60,1
CHOY13104,43.143,7
CHOY13105,38.333,3
CHOY13106,33,1
CHOY13107,52,2
CHOY13108,38,1
CHOY13109,44.429,14
CHOY13110,44.273,11
CHOY13301,45.231,13
CHOY13302,42,1
CHOY13303,45.556,9
CHOY13304,42,1
CHOY13305,41.333,9
CHOY13306,47.286,7
CHOY13307,42.375,8
CHOY13308,40.5,4
CHOY13309,45.778,9
CHOY13310,63,1
CHOY13311,36,9
CHOY13312,25,1
CHOY13313,41,3
CHOY13314,33.5,4
CHOY13315,41,1
CHOY13316,53,1
CHOY13317,32,1
CHOY13318,42.083,12
CHOY13319,40.222,9
CHOY13320,40.524,21
CHOY13321,37,1
CHOY13322,40,1
CHOY13323,48.6,5
CHOY13324,29.562,16
CHOY13325,42.5,2
CHOY14101,38.615,13
CHOY14102,40.615,13
CHOY14103,40,1
CHOY14104,52,1
CHOY14105,31.5,2
CHOY14106,45.5,8
CHOY14107,48.5,2
CHOY14108,54,2
CHOY14109,55,2
CHOY14110,40.3,10
CHOY14111,35.833,6
CHOY14112,42.4,5
CHOY14113,49.5,2
CHOY14301,33,1
CHOY14302,42.333,3
CHOY14303,26,1
CHOY14304,23,2
CHOY14305,43.1,10
CHOY14306,40.2,5
CHOY14307,50,5
CHOY14308,57,1
CHOY14309,46,5
CHOY14310,43.389,18
CHOY14311,42.667,3
CHOY14312,42.5,2
CHOY14313,39.077,13
CHOY14314,49.2,5
CHOY14315,37.789,19
CHOY14316,35.625,8
CHOY14317,42.308,13
CHOY14318,42.5,4
CHOY14319,38,2
CHOY14320,38.333,3
CHOY14321,51.667,6
CHOY14322,42.538,13
CHOY14323,43,4
CHOY14324,43.333,3
CHOY14325,45.5,4
CHOY14326,31.333,9
CHOY14327,44.667,9
CHOY14328,41.579,19
CHOY14329,34.667,3
CHOY14330,58,1
CHOY14331,51.5,2
CHOY15101,47.714,7
CHOY15102,44,1
CHOY15103,57.333,3
CHOY15104,33,2
CHOY15105,52,2
CHOY15106,44.929,14
CHOY15107,48.625,8
CHOY15108,48.091,11
CHOY15109,39,4
CHOY15110,37,2
CHOY16101,43,18
CHOY16102,48.667,6
CHOY16103,47,3
CHOY16104,34.5,2
CHOY16105,35,2
CHOY16106,38,2
CHOY16107,40.667,6
CHOY16108,35,2
CHOY16109,48.444,9
CHOY16110,41,1
CHOY16111,49,2
CHOY16112,50,2
CHOY16301,46.7,20
CHOY16302,32.25,4
CHOY16303,43.75,4
CHOY16304,45.273,11
CHOY16305,41.731,26
CHOY16306,46.778,9
CHOY16307,38.75,8
CHOY16308,43.429,7
CHOY16309,41.143,7
CHOY16310,50.5,10
CHOY16311,37.455,11
CHOY16312,43,4
CHOY16313,51.286,7
CHOY16314,43,3
CHOY16315,37,2
CHOY16316,51,3
CHOY16317,42.091,11
CHOY16318,35,25
CHOY16319,45.364,11
CHOY16320,45.25,4
CHOY17101,29.5,2
CHOY17102,43.75,4
CHOY17103,38.143,7
CHOY17104,41.667,3
CHOY17105,52,1
CHOY17301,37.467,15
CHOY18101,48.667,6
CHOY18102,43.714,7
CHOY18103,40,1
CHOY18104,56,1
CHOY18105,37,1
CHOY18106,40.1,10
CHOY18107,28,1
CHOY18108,48.5,2
CHOY18301,45.947,19
CHOY18302,47.231,13
CHOY18303,45.125,8
CHOY18304,38.905,21
CHOY18305,42.143,7
CHOY18306,39.769,13
CHOY18307,42.917,12
CHOY18308,39.538,13
CHOY18309,48.875,8
CHOY18310,42,2
CHOY18311,58.25,4
CHOY18312,45.75,8
CHOY18313,40.667,3
CHOY18314,27,1
CHOY18315,41,2
CHOY18316,41.75,4
CHOY19101,44.636,11
CHOY19102,42,8
CHOY19103,47.25,4
CHOY51301,32.833,6
CHOY52101,34.3,10
CHOY54301,37.8,5
CHOY54302,39.667,6
CHOY58101,31.5,6
CHOY59301,41.444,9
CHOY64101,34.571,7
CHOY77101,31,1
CHOY78301,31.8,5
CHOY78302,37,1
CHOY79301,33,1
CHOY80301,39,1
CHOY81101,30.119,42
CHOY81301,35,1
CHOY82101,32.8,5
CHOY82301,41,1
CHOY82302,25.5,2
CHOY82401,34,7
CHOY83101,37.667,3
CHOY83301,29.667,6
CHOY83302,32.273,11
CHOY83303,25,2
CHOY83304,37,1
CHOY84101,37,4
CHOY84102,30,10
CHOY84301,34.5,8
CHOY84302,25.6,5
CHOY84401,41.083,12
CHOY85101,33.917,12
CHOY85102,26.571,7
CHOY85103,32,11
CHOY85301,30.5,4
CHOY85401,34,6
CHOY86101,34.625,8
CHOY86102,39.875,8
CHOY86103,42.833,12
CHOY86301,25.667,3
CHOY86302,39.571,7
CHOY87101,28.667,6
CHOY87102,41.739,23
CHOY87103,31.5,6
CHOY87104,38,2
CHOY87105,31.5,2
CHOY87301,34.923,13
CHOY87302,26.667,3
CHOY87303,45,2
CHOY87304,35.9,10
CHOY87305,33,2
CHOY87306,44.5,2
CHOY87401,29,1
CHOY88101,42.833,6
CHOY88102,41,5
CHOY88103,35.625,8
CHOY88104,46,4
CHOY88105,31.5,2
CHOY88106,41.963,27
CHOY88201,34.5,2
CHOY88301,32.333,6
CHOY88302,37.7,20
CHOY88303,35.286,7
CHOY88304,37.5,2
CHOY88305,35,2
CHOY88306,30,2
CHOY88307,33.5,8
CHOY88308,31.25,4
CHOY88401,33.667,3
CHOY89101,35.75,4
CHOY89102,28,7
CHOY89103,29.286,7
CHOY89301,29.583,12
CHOY89302,31.167,6
CHOY89303,35,3
CHOY89304,28.333,3
CHOY89305,31.6,5
CHOY89401,36.2,5
CHOY89402,30.375,8
CHOY90101,31.133,15
CHOY90102,33,6
CHOY90103,33.111,9
CHOY90104,43.371,35
CHOY90201,36.545,11
CHOY90202,37.333,3
CHOY90203,43.667,6
CHOY90204,47.833,6
CHOY90301,34.571,7
CHOY90302,38.667,3
CHOY90303,38.818,11
CHOY90304,31.75,4
CHOY90305,35.625,16
CHOY90306,34,4
CHOY90307,31.375,8
CHOY90308,49.333,3
CHOY90309,34.5,10
CHOY90401,28,1
CHOY91101,35.25,4
CHOY91102,35.375,8
CHOY91103,41,1
CHOY91104,30.833,6
CHOY91105,39.167,6
CHOY91106,43.2,30
CHOY91107,41.067,15
CHOY91301,34.375,8
CHOY91302,44.625,8
CHOY91303,32.9,10
CHOY91304,28,1
CHOY91305,44.625,8
CHOY91306,34,5
CHOY91307,31,1
CHOY91308,50,5
CHOY91309,34.2,5
CHOY91310,36.562,16
CHOY91311,31,14
CHOY91312,37,3
CHOY91313,36.333,3
CHOY92101,30,5
CHOY92102,38.375,8
CHOY92103,41.278,18
CHOY92104,31,7
CHOY92105,32.667,9
CHOY92106,38.733,15
CHOY92107,45.077,13
CHOY92108,40.267,15
CHOY92201,35,2
CHOY92301,34.143,7
CHOY92302,39.947,19
CHOY92303,37.636,11
CHOY92304,43.75,8
CHOY92305,30.625,8
CHOY92306,49,1
CHOY92307,36.909,11
CHOY92308,33.5,10
CHOY92401,31,8
CHOY93101,39.5,8
CHOY93102,33.5,8
CHOY93103,31.556,9
CHOY93104,46,1
CHOY93105,33,7
CHOY93106,32.7,10
CHOY93107,39,10
CHOY93108,42.5,2
CHOY93109,44.5,22
CHOY93110,32,2
CHOY93301,36.8,5
CHOY93302,29.6,5
CHOY93303,33.1,10
CHOY93304,30.429,7
CHOY93305,34.25,4
CHOY93306,39.667,3
CHOY93307,32.75,8
CHOY93308,36.375,8
CHOY93309,36.857,7
CHOY93310,34.579,19
CHOY93311,33.6,5
CHOY93312,28.625,8
CHOY93313,41.067,15
CHOY93314,37.857,7
CHOY93315,33.333,3
CHOY93316,32,1
CHOY93401,32.333,6
CHOY94101,29.25,4
CHOY94102,35.556,9
CHOY94103,31.833,6
CHOY94104,34.167,6
CHOY94105,42.778,9
CHOY94106,35.286,7
CHOY94107,42.714,7
CHOY94108,38.7,10
CHOY94109,35.625,8
CHOY94110,34.833,12
CHOY94201,32.75,4
CHOY94301,37.7,10
CHOY94302,31.538,13
CHOY94303,29.333,15
CHOY94304,31.667,3
CHOY94305,41.125,8
CHOY94306,32.286,7
CHOY94307,38,6
CHOY94308,40.75,8
CHOY94309,34.4,5
CHOY94310,34.091,11
CHOY94311,27.6,5
CHOY94312,40,2
CHOY94313,36,1
CHOY95101,39.25,8
CHOY95102,37.727,22
CHOY95103,25.5,4
CHOY95104,40.333,3
CHOY95105,49.333,6
CHOY95106,42.783,23
CHOY95107,39.4,15
CHOY95108,43.778,18
CHOY95109,49,1
CHOY95301,36.4,15
CHOY95302,36.778,18
CHOY95303,38.364,11
CHOY95304,41.118,17
CHOY95305,36.81,21
CHOY95306,33,5
CHOY95307,35.438,16
CHOY95308,40.571,7
CHOY95309,37.143,7
CHOY95310,49.4,5
CHOY95311,41.75,12
CHOY95312,42.75,8
CHOY95313,29.75,4
CHOY96101,35.545,11
CHOY96102,52.429,7
CHOY96103,35.25,16
CHOY96104,30.857,7
CHOY96105,37.167,12
CHOY96106,32.917,12
CHOY96107,35,4
CHOY96108,39.3,10
CHOY96109,39.571,7
CHOY96110,41.222,9
CHOY96111,38,15
CHOY96112,39.778,18
CHOY96113,50.5,8
CHOY96301,37.438,16
CHOY96302,33,10
CHOY96303,40.909,11
CHOY96304,35.4,10
CHOY96305,34,4
CHOY96306,34.263,19
CHOY96307,28,2
CHOY96308,41,6
CHOY96309,48.333,3
CHOY96310,36,11
CHOY96311,30.833,6
CHOY96312,37,1
CHOY96313,33.6,5
CHOY96314,40,4
CHOY96315,38.455,11
CHOY96316,45.6,5
CHOY96317,35.2,10
CHOY96318,38,1
CHOY96319,38.364,11
CHOY96320,36,4
CHOY96321,34.4,5
CHOY97101,36.2,5
CHOY97102,39.857,7
CHOY97103,36.417,12
CHOY97104,41.917,12
CHOY97105,37.733,15
CHOY97106,35.182,11
CHOY97107,40.375,8
CHOY97108,31,10
CHOY97109,42,7
CHOY97110,40.182,11
CHOY97111,32.5,6
CHOY97112,38.167,6
CHOY97113,38.222,18
CHOY97114,41.733,15
CHOY97115,35.286,7
CHOY97116,35.222,9
CHOY97117,34.333,3
CHOY97301,27.1,10
CHOY97302,33.308,13
CHOY97303,41.5,4
CHOY97304,30.222,9
CHOY97305,44.875,8
CHOY97306,31.833,6
CHOY97307,48,2
CHOY97308,37,19
CHOY97309,36.5,8
CHOY97310,34.769,13
CHOY97311,34,5
CHOY97312,38,10
CHOY97313,46.875,8
CHOY97314,45.143,7
CHOY97315,38.636,11
CHOY97316,36.625,8
CHOY97317,34.333,3
CHOY97318,38.13,23
CHOY97319,35,14
CHOY97320,38.417,12
CHOY97321,34,4
CHOY97322,33.4,5
CHOY98101,38.222,9
CHOY98102,36.3,10
CHOY98103,35,2
CHOY98104,41.923,13
CHOY98105,30.333,6
CHOY98106,37,1
CHOY98107,36.12,25
CHOY98108,43,9
CHOY98109,39,5
CHOY98110,37.154,26
CHOY98111,37.889,9
CHOY98112,34.5,2
CHOY98113,40.435,23
CHOY98114,44.2,10
CHOY98115,34,3
CHOY98116,28,2
CHOY98301,42,4
CHOY98302,41,2
CHOY98303,41.429,7
CHOY98304,35.5,6
CHOY98305,37,1
CHOY98306,59,1
CHOY98307,39.167,6
CHOY98308,39.2,5
CHOY98309,30.5,2
CHOY98310,29,5
CHOY98311,42.667,3
CHOY98312,25.5,4
CHOY98313,38.25,12
CHOY98314,38.538,13
CHOY98315,36.688,16
CHOY98316,40.5,10
CHOY98317,33.6,10
CHOY98318,39.353,17
CHOY98319,33.333,3
CHOY98320,42.667,6
CHOY98321,34,4
CHOY98322,42.571,14
CHOY99101,38.9,10
CHOY99102,26,2
CHOY99103,36.625,8
CHOY99104,49,2
CHOY99105,40,13
CHOY99106,43.357,14
CHOY99107,37.684,19
CHOY99108,28.25,4
CHOY99109,50,2
CHOY99110,32.333,3
CHOY99111,35.444,18
CHOY99112,35,1
CHOY99113,42.429,7
CHOY99114,31,3
CHOY99115,36.6,10
CHOY99116,31.75,4
CHOY99117,33.5,6
CHOY99301,35.545,11
CHOY99302,40,5
CHOY99303,37.636,11
CHOY99304,38.5,2
CHOY99305,36,1
CHOY99306,30,4
CHOY99307,35.667,9
CHOY99308,32,1
CHOY99309,39,8
CHOY99310,38.6,5
CHOY99311,42.556,9
CHOY99312,39.5,2
CHOY99313,43.5,2
CHOY99314,31.25,4
CHOY99315,50,1
CHOY99316,33,1
CHOY99317,41.2,10
CHOY99318,41.706,17
CHOY99319,41.267,15
CHOY99320,37.333,6
CHOY99321,32.5,4
CHOY99401,47,1
CHRE70101,28.143,7
CHRE71101,28.545,11
CHRE77101,32,10
CHRE80301,31.929,14
CHRE82301,23.8,5
CHRE87101,27.556,9
CHRE88101,26.714,7
CHRI65101,46,1
CHRI99201,52.833,24
CHRW12301,41.833,6
CHRW70101,28.143,7
CHRW70301,31.8,5
CHRW71101,29.714,7
CHRW74101,27.5,6
CHRW75101,29,10
CHRW75301,29.833,6
CHRW78101,31.643,14
CHRW82301,23.8,5
CHRW83301,24.4,15
CHRW84101,28.5,2
CHRW84102,26.5,4
CHRW90301,24.75,8
CHUB13301,44.2,5
CHUG14301,28.5,2
CHUG14302,27.5,4
CHUG15301,27,4
CHUG16301,25.5,2
CHUG17301,43.667,3
CHUG72101,41,3
CHUG72102,25,2
CHUK53101,37.25,4
CHUL55201,26.5,4
CHUL81301,60.25,4
CHUM15101,46.375,8
CHUR12301,41.714,7
CHUR62101,29.5,4
CHUR69301,37.333,9
CHUR70301,31.8,5
CHUR85101,44,1
